COU,COUNTRY,VARIABLE,"VARIABLE EXPLANATION",1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992
BLX,Belgium-Luxembourg,TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,870455696000,864122928000,889812932000,952267320000,1015545418000,996109236000,1021806778000,1021325642000,1047966432000,1029789166000,1083427378000,913921639000,898925901000,855499588000,869659505000,871124267000,920918076000,977615993000,1127093870000,1275259266000,1378765000000,1364752955000,.
CAN,Canada,TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,19655143000,22061109000,25551056000,26763139000,24916138000,26339977000,33514825000,36908869000,33230618000,33155015000,33484375000,33366421000,34707308000,36199750000,40851728000,46367530000,53240670000,52581252000,51158813000,52518950000,54369101000,56554562000,58318610000,64812340000,70145087000,74410305000,72708208000,73105819000,70579449000,109364877000,117298278000,126153367000,109606229000,104430901000,105576982000,114412983000,120500993000,132256261000,143727743000,150734895000,141704000000,130383401000,125493065000
CHL,Chile,TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,.,.,.,.,.,.,.,.,.,.,.,739118441000,829811068000,952311864000,898046047000,843782491000,870922089000,889541546000,973682495000,1022807550000,1088821950000,1063574500000,849877807000,798680281000,951331307000,734706125000,625851722000,722527929000,848079304000,990976958000,1207893060000,1410304880000,931715465000,873236316000,895317758000,1155038600000,1339515390000,1681858900000,1848050970000,2287329030000,2435000000000,2421576280000,2988672830000
COL,Colombia,TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,982427459000,1118426890000,1216682410000,1384358630000,1515408560000,1698827380000,1781372230000,1746278700000,1898148450000,2062950770000,1983918460000,2172638030000,2187933580000,2392459610000,2483530370000,2810708160000,2986910290000,3075298750000,3111605710000,3150307590000,2985824590000,3213980490000,3240196860000,3592441460000,3404328600000,3304700000000,.,.
CRI,"Costa Rica",TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,.,.,.,.,.,.,.,.,.,.,21257832000,22549734000,26263264000,27068863000,25316944000,31533089000,31429377000,34825746000,36114785000,40073295000,46326834000,56215589000,60247254000,65616576000,75090055000,70168908000,78928167000,82019455000,89736524000,107020884000,98467433000,96889657000,75858015000,69113358000,83177475000,80742650000,82312868000,91440824000,90474544000,103418270000,117071000000,105460632000,.
CSK,Czechoslovakia,TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,.,.,.,.,.,.,.,.,.,.,66934000000,71828000000,69933000000,62198000000,69618000000,74669000000,67961000000,68567000000,68870000000,73717000000,88755000000,95622000000,100987000000,113075000000,121142000000,133628000000,145448000000,133806000000,148879000000,149257000000,158271000000,173192000000,157538000000,156315000000,171918000000,194661000000,194221000000,178627000000,190840000000,180148000000,182443000000,.,.
CYP,Cyprus,TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,.,.,.,53916000,78795000,94562000,104490000,106254000,76597000,72369000,65504000,68344000,105128000,132879000,81966000,118746000,154888000,149511000,173389000,203684000,226173000,242999000,262652000,340393000,259860000,155993000,196155000,321396000,403065000,456978000,475917000,396094000,372513000,346896000,389753000,495321000,441948000,446507000,478567000,548884000,507400000,482496000,531017000
DFA,"Germany, West (former)",TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,88116000000,95068000000,101406000000,117761000000,134526000000,161922000000,172144000000,172553000000,182857000000,203261000000,231842000000,248312000000,259645000000,262850000000,292456000000,306612000000,310368000000,289294000000,300945000000,332632000000,368626000000,391370000000,401268000000,400423000000,362091000000,344415000000,360274000000,374109000000,392327000000,420793000000,434181000000,412548000000,390218000000,402380000000,402943000000,400949000000,414246000000,421829000000,440458000000,468014000000,507780000000,538828000000,547851000000
DNK,Denmark,TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,33799703000,32516708000,34453946000,37861106000,40885916000,38515348000,40180693000,42874134000,45915937000,55415200000,61150444000,68455819000,75146786000,73121266000,89244404000,92971360000,97515277000,105502576000,104982693000,118884511000,126034596000,128185070000,139199879000,145256369000,132238866000,116153626000,136343622000,133278432000,135169015000,134932055000,119231556000,96316564000,103140358000,105048103000,118585466000,133481144000,156309651000,150420229000,140423642000,141831134000,139357000000,131892203000,121093516000
DOM,"Dominican Republic",TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,1086257260,1235029500,2238577420,1903778790,1771051340,2287814170,2497395940,2641992950,2794871790,2086378970,1544025630,1148013680,1980794630,2811665630,3478087030,1638548000,2850714630,3014310190,3005396420,3997508850,4883957850,5051570660,6154427560,7790336130,8725380880,9634676720,9362018690,9596666110,10649501300,11922908800,12525422900,12257551100,10526572900,11616838200,11786902700,10786044800,10943890500,15095555000,13743560300,18493048300,13277800000,11031646300,14792138000
ECU,Ecuador,TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
EGY,Egypt,TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,.,.,.,.,.,.,.,.,.,.,1827188000,2400847000,2661472000,3100113000,3625777000,3441859000,3466359000,3259769000,2632077000,2989983000,3027817000,3001175000,3286923000,3363308000,4202744000,7072326000,7078346000,7840184000,10232982000,9833223000,12147534000,12755859000,10337601000,10709115000,15374226000,15661433000,14080447000,13667127000,16123040000,17014884000,16100000000,15376965000,.
FIN,Finland,TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,.,.,.,.,.,.,.,.,.,.,56004484000,61829411000,62186274000,60655216000,62669766000,69392606000,71372621000,68920626000,66434096000,74227526000,83793759000,87406491000,93153385000,100727568000,104329839000,110268528000,100605516000,95182931000,86897361000,90157886000,99657000000,100916000000,106098000000,109995000000,107729000000,110138000000,109707000000,115067000000,126370000000,145054000000,139144000000,110965000000,91755000000
FRA,France,TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,.,.,.,.,.,.,.,.,.,.,361004000000,405632000000,442936000000,479298000000,545534000000,584826000000,634216000000,673298000000,710183000000,787511000000,846371000000,906547000000,972114000000,1031712000000,1041325000000,1007899000000,1045542000000,1037187000000,1052534000000,1086672000000,1112488000000,1091475000000,1076507000000,1038127000000,1011147000000,1043894000000,1090807000000,1143513000000,1253232000000,1351859000000,1390809000000,1370287000000,1339439000000
GBR,"United Kingdom",TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,26104281000,26104281000,26215468000,29056918000,31527745000,33072011000,34925131000,36790605000,36852375000,39669117000,43597731000,47745733000,47522304000,48513162000,56478879000,58635452000,60092595000,64201739000,67465741000,67086883000,68777170000,70873733000,70757258000,74858616000,72783230000,72169085000,73171482000,71371403000,73803275000,74477423000,70386653000,63642627000,67091067000,70465715000,76471825000,79527589000,81451441000,89278623000,101983956000,109365753000,106028000000,95483706000,.
GRC,Greece,TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,242645488000,209749589000,195234239000,199683388000,241533200000,259607870000,304071557000,313748457000,429899065000,498860881000,702548504000,688971668000,667281559000,637853357000,794983543000,915955732000,1056202800000,1005764500000,1280091630000,1558874020000,1522716020000,1735943240000,2003560100000,2156902690000,1605399480000,1608847320000,1718531660000,1852135370000,1963112650000,2135957070000,1997698780000,1847825580000,1812269750000,1788565860000,1687285630000,1774774510000,1664314410000,1579863930000,1720277130000,1893574070000,2071698000000,1980244100000,2003387710000
GTM,Guatemala,TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,.,.,.,.,.,.,.,.,1379914580,1116708260,1039346450,1120565310,1068535160,1244010660,1618655020,1688210060,1679261340,1865281300,2120056560,2153249830,2122050790,2302007080,2288928180,2549959450,2502320690,2738945440,3759595320,4107886710,4410108400,4184456960,3597931260,4148560860,3353926850,2785470680,2956650340,2389540520,2395057550,3173191090,3139957340,3152327620,3110722160,3815130010,4944318520
HND,Honduras,TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,.,.,.,.,.,.,.,.,.,.,479758873,425514540,563810001,633015404,606276790,648413150,765194324,985633564,1033971970,1078115560,1175518680,1081107360,1008401930,1229788860,1362507570,1415538850,1573388560,1812808980,2261806530,2294309400,2418802820,1952080720,1733510170,1651161590,1943784080,1821757150,1484931840,1564283480,1711737660,2141613100,2343000000,.,.
IDN,Indonesia,TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,.,.,.,.,.,.,.,.,.,.,3196142080000,4365212160000,2446030220000,3489831340000,5324391510000,2980981600000,2064471270000,3711332760000,4646641490000,6697629410000,8512019120000,10520014700000,13683518400000,14509742900000,14652255800000,18646278900000,20299686300000,21445745800000,23597811300000,27939255000000,27524839700000,36019863300000,33348362100000,37882838900000,36920996100000,40509583700000,43226742100000,50323843300000,53522903700000,64180689400000,58958300000000,61484333700000,63783498900000
IND,India,TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,.,85960660000,91886180000,88319400000,86832190000,110060710000,140464280000,157276910000,158903280000,154464030000,164941150000,182420570000,199821960000,211842610000,231478060000,247757440000,258775610000,253880240000,258232970000,266988970000,283395680000,298197800000,318309210000,329258510000,311044080000,323327820000,397697200000,431103630000,459508990000,491255450000,478712210000,529194170000,575457470000,610905380000,630179110000,669797620000,736038250000,790274150000,846920360000,930244240000,1035020000000,1107404190000,1084874410000
IRL,Ireland,TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,692359000,792114000,755570000,781249000,841497000,876066000,816805000,684457000,675568000,692359000,723964000,846201000,970621000,1087038000,1205637000,1331512000,1291494000,1379534000,1562162000,1880852000,1856841000,2020152000,2169053000,2519691000,2226945000,2130627000,2405171000,2494411000,3003051000,3358240000,3146897000,3379981000,4877619000,4424721000,4313289000,3980638000,3938910000,3894126000,3911052000,4419549000,4939800000,4544851000,4538151000
IRN,Iran,TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2248535000000,2387336000000,3169862000000,3636293000000,4228441000000,4976165000000,5220084000000,6586818000000,6467198000000,5661705000000,10091000000000,13937195000000,13127166000000,10363302000000,6564983000000,6122893000000,5211626000000,5483072000000,7610258000000,7457243000000,6345354000000,5069010000000,4402885000000,4180933000000,4397137000000,5663000000000,.,.
IRQ,Iraq,TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,.,.,.,.,.,.,.,.,.,.,2415941000,2721193000,2317479000,2111469000,2821094000,2511661000,2713004000,2540280000,2750978000,2767307000,3092671000,3079813000,2668814000,3754487000,4366950000,6584841000,7823433000,7648157000,9603833000,12546603000,10952324000,14173529000,12121992000,13376889000,9834786000,7634151000,6210365000,6074084000,6614952000,9142993000,.,.,.
ISL,Iceland,TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,11079681000,11537808000,12030893000,14062106000,15368412000,18775846000,20838338000,21221030000,21002086000,22475820000,23320319000,18336541000,21432415000,27870096000,32564539000,32058205000,37360250000,42018527000,38394619000,29410799000,31797804000,46024027000,50129695000,54460076000,60145496000,55009188000,53655838000,59979918000,56465602000,55181525000,61855346000,62453474000,62140760000,54516492000,59509991000,60706246000,59981544000,71370790000,70961283000,65084244000,66896000000,68313141000,59224577000
ISR,Israel,TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,.,.,729399000,654420000,752488000,927523000,932852000,1073234000,1087358000,1171976000,4722108000,5701385000,6990692000,7259808000,8585229000,8348433000,6490116000,5180987000,7316699000,9500291000,10965338000,13890502000,16063366000,17653518000,18158922000,17579349000,15189791000,13065562000,14985985000,17423325000,16261513000,16913658000,17772938000,20014016000,17754897000,16374436000,15354265000,17370897000,17296353000,16462628000,20093000000,28151000000,29520000000
ITA,Italy,TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,51652037000000,56461741000000,62585898000000,67664467000000,73310641000000,80838873000000,87441013000000,95477102000000,96821429000000,106590207000000,123140368000000,137825402000000,151685936000000,164008886000000,153580060000000,140298906000000,145958995000000,163117534000000,178872192000000,193289821000000,199885830000000,193443180000000,195213793000000,210301200000000,217339015000000,189634130000000,194082981000000,193398543000000,193205114000000,204468593000000,223677511000000,216687469000000,206528728000000,205298797000000,212671995000000,214047525000000,218787164000000,229732653000000,245685990000000,256285361000000,265946000000000,267642104000000,263820762000000
JAM,Jamaica,TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,.,.,.,.,.,.,1313677300,1641770180,1431099160,2764558960,2956121810,2791185260,2731531720,2477443980,3023870140,3339519000,3579784790,4097998500,5167621670,5769152200,5771566880,6044894480,5837670140,5871294320,6136679410,6474744350,4311629000,2977623900,3373886250,4338312890,3393169500,4325800090,4849907970,5119460760,5230015380,5315354910,4272071410,5606213170,6773140840,8094659620,8361886000,8203048470,8774406740
JPN,Japan,TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,.,.,6054222000000,7292565000000,6768266000000,9756092000000,12730927000000,15008384000000,14734188000000,17654107000000,21631003000000,26572559000000,27270645000000,29532425000000,32505789000000,31894475000000,36762496000000,43165555000000,49664510000000,58695524000000,64847890000000,65210670000000,70309070000000,80710520000000,76669845000000,73576980000000,73680424000000,74616122000000,78884422000000,86726347000000,89580768000000,89906938000000,89343238000000,87177015000000,89938949000000,93658038000000,95462534000000,103645858000000,115669900000000,125504102000000,136732600000000,140670794000000,138018393000000
KEN,Kenya,TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3668240000,3686480000,4603900000,10697040000,11538340000,11740760000,13732640000,16805840000,18728980000,16576240000,12781800000,18638100000,19645420000,22561020000,29772220000,29417760000,30873340000,32684740000,26295540000,25243780000,25781720000,26588240000,31282600000,33117540000,35948320000,36263140000,40560000000,38333960000,34102420000
KOR,"South Korea",TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,.,.,.,701594000000,1160128000000,1215945000000,1322548000000,1459366000000,1472669000000,1665607000000,1649349000000,1881719000000,2253378000000,2427572000000,2238839000000,3086554000000,4727204000000,5322808000000,6905657000000,8079441000000,8080502000000,7984008000000,7328649000000,10390156000000,11951315000000,12890550000000,13172967000000,15746062000000,20389525000000,22945052000000,21966741000000,21606764000000,24215667000000,27547449000000,29803280000000,30438363000000,33720089000000,38452265000000,45636451000000,52345849000000,66568700000000,75334684000000,75278955000000
LKA,"Sri Lanka",TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,.,.,.,.,.,.,.,.,.,16556424000,15201746000,15691554000,16269319000,16340176000,16800619000,15453386000,17933128000,20193317000,20387727000,29340172000,30153766000,26584598000,26014655000,25211401000,24190306000,28193598000,32185760000,30375791000,47115874000,63275357000,82875125000,76450420000,71767341000,71752393000,66759374000,64524518000,67013296000,67077667000,66661507000,65255753000,70417000000,76265261000,82348147000
LUX,Luxembourg,TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
MAR,Morocco,TotSEInv,"Economy-Wide Fixed Investment, 1990 Local Currency",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11282098000,13284960000,13977851000,13074881000,13497643000,16258447000,28090849000,35449103000,40542218000,33830743000,34059350000,32680389000,37081536000,42779931000,38068345000,37543469000,39926118000,40049933000,37219770000,41127046000,46995173000,51035100000,50367397000,49632940000
